map_seed,repetition,steps,success,terminated,truncated,complete,base_return,shaped_return,noop_steps
300018,7,30,1,1,0,1,0.7,1.0308000000000002,9
300018,8,32,0,0,1,1,-0.3200000000000001,0.07560000000000015,13
300018,9,32,0,0,1,1,-0.3200000000000001,0.0384000000000001,15
300018,10,26,1,1,0,1,0.74,1.0948000000000002,9
300018,11,21,1,1,0,1,0.7899999999999999,1.056,8
300018,12,32,0,0,1,1,-0.3200000000000001,0.060000000000000164,8
300018,13,32,0,0,1,1,-0.3200000000000001,0.054000000000000103,10
300018,14,32,0,0,1,1,-0.3200000000000001,-0.003599999999999895,6
300018,15,32,0,0,1,1,-0.3200000000000001,0.0384000000000001,15
300019,0,32,0,0,1,1,-0.3200000000000001,0.4416000000000003,7
300019,1,32,0,0,1,1,-0.3200000000000001,0.5100000000000008,12
300019,2,32,0,0,1,1,-0.3200000000000001,0.42240000000000044,13
300019,3,32,0,0,1,1,-0.3200000000000001,0.47040000000000054,14
300019,4,32,0,0,1,1,-0.3200000000000001,0.5100000000000007,14
300019,5,32,0,0,1,1,-0.3200000000000001,0.49440000000000073,12
300019,6,32,0,0,1,1,-0.3200000000000001,0.44040000000000046,11
300019,7,32,0,0,1,1,-0.3200000000000001,0.4560000000000005,14
300019,8,32,0,0,1,1,-0.3200000000000001,0.4848000000000005,15
300019,9,32,0,0,1,1,-0.3200000000000001,0.48480000000000056,12
300019,10,32,0,0,1,1,-0.3200000000000001,0.47040000000000043,11
300019,11,32,0,0,1,1,-0.3200000000000001,0.48720000000000063,14
300019,12,32,0,0,1,1,-0.3200000000000001,0.5316000000000005,24
300019,13,32,0,0,1,1,-0.3200000000000001,0.48480000000000073,10
300019,14,32,0,0,1,1,-0.3200000000000001,0.38280000000000036,7
300019,15,32,0,0,1,1,-0.3200000000000001,0.5196000000000008,17
300020,0,32,0,0,1,1,-0.3200000000000001,0.12720000000000023,13
300020,1,32,0,0,1,1,-0.3200000000000001,0.058800000000000144,9
300020,2,32,0,0,1,1,-0.3200000000000001,0.06960000000000019,4
300020,3,32,0,0,1,1,-0.3200000000000001,-0.019199999999999925,7
300020,4,32,0,0,1,1,-0.3200000000000001,0.03360000000000016,4
300020,5,16,1,1,0,1,0.84,1.124,3
300020,6,32,0,0,1,1,-0.3200000000000001,0.05280000000000014,7
300020,7,32,0,0,1,1,-0.3200000000000001,0.02520000000000007,3
300020,8,32,0,0,1,1,-0.3200000000000001,0.024000000000000105,8
300020,9,15,1,1,0,1,0.85,1.1016000000000001,4
300020,10,32,0,0,1,1,-0.3200000000000001,0.09480000000000018,6
300020,11,22,1,1,0,1,0.7799999999999999,1.0412000000000001,5
300020,12,32,0,0,1,1,-0.3200000000000001,0.03720000000000019,9
300020,13,32,0,0,1,1,-0.3200000000000001,0.0660000000000001,7
300020,14,32,0,0,1,1,-0.3200000000000001,0.057600000000000144,14
300020,15,32,0,0,1,1,-0.3200000000000001,-0.002399999999999944,5
300021,0,9,1,1,0,1,0.91,1.0928,3
300021,1,23,1,1,0,1,0.7699999999999999,1.0224000000000002,3
300021,2,32,0,0,1,1,-0.3200000000000001,0.05000000000000024,13
300021,3,32,0,0,1,1,-0.3200000000000001,0.051200000000000134,11
300021,4,32,0,0,1,1,-0.3200000000000001,-0.029199999999999865,5
300021,5,32,0,0,1,1,-0.3200000000000001,-0.0171999999999998,3
300021,6,32,0,0,1,1,-0.3200000000000001,-0.017199999999999882,9
300021,7,32,0,0,1,1,-0.3200000000000001,0.02480000000000024,2
300021,8,32,0,0,1,1,-0.3200000000000001,-0.011199999999999904,8
300021,9,32,0,0,1,1,-0.3200000000000001,-0.01839999999999989,9
300021,10,32,0,0,1,1,-0.3200000000000001,-0.037599999999999856,6
300021,11,32,0,0,1,1,-0.3200000000000001,-0.00759999999999994,5
300021,12,8,1,1,0,1,0.9199999999999999,1.104,0
300021,13,32,0,0,1,1,-0.3200000000000001,-0.05199999999999991,8
