comparison,panel,seed,map_seed,mode,repetition,success_delta,efficient_success_delta,steps_delta,noop_rate_delta
uniform_minus_collected,panel_4,0,974063,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974000,greedy,0,0,1,-7,-0.7
uniform_minus_collected,panel_4,1,974001,greedy,0,0,-1,25,0.7777777777777778
uniform_minus_collected,panel_4,1,974002,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974003,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974004,greedy,0,-1,0,8,0.13541666666666663
uniform_minus_collected,panel_4,1,974005,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974006,greedy,0,0,0,12,0.10186757215619702
uniform_minus_collected,panel_4,1,974007,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974008,greedy,0,0,-1,18,0.782608695652174
uniform_minus_collected,panel_4,1,974009,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974010,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974011,greedy,0,0,-1,19,0.9047619047619048
uniform_minus_collected,panel_4,1,974012,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974013,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974014,greedy,0,0,1,-21,-0.19230769230769232
uniform_minus_collected,panel_4,1,974015,greedy,0,1,0,-4,0.5491071428571429
uniform_minus_collected,panel_4,1,974016,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974017,greedy,0,1,0,-20,-0.27083333333333337
uniform_minus_collected,panel_4,1,974018,greedy,0,-1,0,9,0.17391304347826086
uniform_minus_collected,panel_4,1,974019,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974020,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974021,greedy,0,0,-1,26,0.9629629629629629
uniform_minus_collected,panel_4,1,974022,greedy,0,0,0,6,0.03896103896103886
uniform_minus_collected,panel_4,1,974023,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974024,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974025,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974026,greedy,0,0,1,-26,0.0
uniform_minus_collected,panel_4,1,974027,greedy,0,0,-1,20,0.0
uniform_minus_collected,panel_4,1,974028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974029,greedy,0,0,0,-1,-0.25
uniform_minus_collected,panel_4,1,974030,greedy,0,0,0,1,-0.13095238095238093
uniform_minus_collected,panel_4,1,974031,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974032,greedy,0,0,1,-11,-0.8461538461538461
uniform_minus_collected,panel_4,1,974033,greedy,0,0,0,5,-0.0015527950310559868
uniform_minus_collected,panel_4,1,974034,greedy,0,0,0,0,0.03125
uniform_minus_collected,panel_4,1,974035,greedy,0,0,0,0,-0.0625
uniform_minus_collected,panel_4,1,974036,greedy,0,0,1,-23,-0.7241379310344828
uniform_minus_collected,panel_4,1,974037,greedy,0,1,1,-29,-0.84375
uniform_minus_collected,panel_4,1,974038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974039,greedy,0,0,-1,11,0.9166666666666666
uniform_minus_collected,panel_4,1,974040,greedy,0,-1,0,13,0.2845394736842105
uniform_minus_collected,panel_4,1,974041,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974042,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974043,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974044,greedy,0,0,0,9,0.5723981900452488
uniform_minus_collected,panel_4,1,974045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974046,greedy,0,0,0,-17,-0.022727272727272707
uniform_minus_collected,panel_4,1,974047,greedy,0,-1,-1,29,0.03125
uniform_minus_collected,panel_4,1,974048,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974049,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974050,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974051,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974052,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_4,1,974053,greedy,0,0,1,-22,-0.75
uniform_minus_collected,panel_4,1,974054,greedy,0,-1,0,14,0.2777777777777778
uniform_minus_collected,panel_4,1,974055,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974056,greedy,0,0,-1,9,0.75
uniform_minus_collected,panel_4,1,974057,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974058,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974059,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974060,greedy,0,-1,0,5,0.27083333333333337
uniform_minus_collected,panel_4,1,974061,greedy,0,0,0,0,-0.09375
uniform_minus_collected,panel_4,1,974062,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,1,974063,greedy,0,0,-1,23,0.5904761904761904
uniform_minus_collected,panel_4,2,974000,greedy,0,0,1,-23,-0.19230769230769232
uniform_minus_collected,panel_4,2,974001,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974002,greedy,0,0,1,-22,-0.2608695652173913
uniform_minus_collected,panel_4,2,974003,greedy,0,0,-1,16,0.0
uniform_minus_collected,panel_4,2,974004,greedy,0,0,0,0,-0.0625
uniform_minus_collected,panel_4,2,974005,greedy,0,0,1,-2,0.0
uniform_minus_collected,panel_4,2,974006,greedy,0,-1,0,9,0.09239130434782605
uniform_minus_collected,panel_4,2,974007,greedy,0,0,0,4,0.4444444444444444
uniform_minus_collected,panel_4,2,974008,greedy,0,0,1,-23,-0.6071428571428571
uniform_minus_collected,panel_4,2,974009,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974010,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974011,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974012,greedy,0,0,1,-19,-0.7142857142857143
uniform_minus_collected,panel_4,2,974013,greedy,0,0,1,-23,-0.9583333333333334
uniform_minus_collected,panel_4,2,974014,greedy,0,0,0,-2,-0.8
uniform_minus_collected,panel_4,2,974015,greedy,0,1,0,-2,0.61875
uniform_minus_collected,panel_4,2,974016,greedy,0,0,1,-21,-0.8260869565217391
uniform_minus_collected,panel_4,2,974017,greedy,0,1,0,-8,0.5
uniform_minus_collected,panel_4,2,974018,greedy,0,1,1,-28,-0.90625
uniform_minus_collected,panel_4,2,974019,greedy,0,0,1,-26,-0.8275862068965517
uniform_minus_collected,panel_4,2,974020,greedy,0,0,1,-22,-0.8
uniform_minus_collected,panel_4,2,974021,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974022,greedy,0,1,1,-28,-0.65625
uniform_minus_collected,panel_4,2,974023,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974024,greedy,0,0,1,-12,0.0
uniform_minus_collected,panel_4,2,974025,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974026,greedy,0,0,1,-23,-0.7307692307692307
uniform_minus_collected,panel_4,2,974027,greedy,0,0,1,-10,0.0
uniform_minus_collected,panel_4,2,974028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974029,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974030,greedy,0,0,1,-21,-0.6785714285714286
uniform_minus_collected,panel_4,2,974031,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974032,greedy,0,0,1,-8,0.0
uniform_minus_collected,panel_4,2,974033,greedy,0,0,1,-16,-0.7619047619047619
uniform_minus_collected,panel_4,2,974034,greedy,0,0,0,0,-0.15625
uniform_minus_collected,panel_4,2,974035,greedy,0,-1,0,24,0.3125
uniform_minus_collected,panel_4,2,974036,greedy,0,0,0,-6,0.75
uniform_minus_collected,panel_4,2,974037,greedy,0,-1,0,0,0.125
uniform_minus_collected,panel_4,2,974038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974039,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974040,greedy,0,1,0,-10,-0.2414772727272727
uniform_minus_collected,panel_4,2,974041,greedy,0,0,-1,22,0.39426523297491045
uniform_minus_collected,panel_4,2,974042,greedy,0,0,1,-25,-0.6785714285714286
uniform_minus_collected,panel_4,2,974043,greedy,0,0,1,-8,-0.8
uniform_minus_collected,panel_4,2,974044,greedy,0,0,1,-21,-0.8076923076923077
uniform_minus_collected,panel_4,2,974045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974046,greedy,0,1,0,-13,-0.03289473684210531
uniform_minus_collected,panel_4,2,974047,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974048,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974049,greedy,0,0,1,-21,-0.84
uniform_minus_collected,panel_4,2,974050,greedy,0,0,1,-25,-0.75
uniform_minus_collected,panel_4,2,974051,greedy,0,1,1,-31,-0.0625
uniform_minus_collected,panel_4,2,974052,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974053,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974054,greedy,0,-1,0,10,0.2272727272727273
uniform_minus_collected,panel_4,2,974055,greedy,0,0,1,-4,0.5
uniform_minus_collected,panel_4,2,974056,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974057,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974058,greedy,0,0,1,-17,-0.7894736842105263
uniform_minus_collected,panel_4,2,974059,greedy,0,0,1,-21,-0.875
uniform_minus_collected,panel_4,2,974060,greedy,0,0,0,0,0.0625
uniform_minus_collected,panel_4,2,974061,greedy,0,0,1,-22,-0.8148148148148148
uniform_minus_collected,panel_4,2,974062,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_4,2,974063,greedy,0,0,1,-18,-0.75
uniform_minus_collected,panel_5,0,975000,greedy,0,0,1,-21,-0.48148148148148145
uniform_minus_collected,panel_5,0,975001,greedy,0,1,1,-29,-0.9375
uniform_minus_collected,panel_5,0,975002,greedy,0,0,1,-27,-0.4482758620689655
uniform_minus_collected,panel_5,0,975003,greedy,0,0,1,-2,0.0
uniform_minus_collected,panel_5,0,975005,greedy,0,1,1,-29,-0.40625
uniform_minus_collected,panel_5,0,975006,greedy,0,1,1,-27,-0.8125
uniform_minus_collected,panel_5,0,975007,greedy,0,0,0,-11,0.1384615384615384
uniform_minus_collected,panel_5,0,975008,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975009,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975010,greedy,0,1,1,-30,-0.65625
uniform_minus_collected,panel_5,0,975011,greedy,0,0,0,-2,-0.3333333333333333
uniform_minus_collected,panel_5,0,975012,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975013,greedy,0,-1,0,3,0.2068965517241379
uniform_minus_collected,panel_5,0,975014,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975015,greedy,0,1,1,-30,-0.75
uniform_minus_collected,panel_5,0,975016,greedy,0,1,0,-3,-0.71875
uniform_minus_collected,panel_5,0,975017,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975018,greedy,0,-1,0,7,0.1775
uniform_minus_collected,panel_5,0,975019,greedy,0,0,1,-23,-0.3333333333333333
uniform_minus_collected,panel_5,0,975020,greedy,0,-1,0,4,0.1473214285714286
uniform_minus_collected,panel_5,0,975021,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975022,greedy,0,0,1,-16,-0.7777777777777778
uniform_minus_collected,panel_5,0,975023,greedy,0,0,1,-19,-0.22727272727272727
uniform_minus_collected,panel_5,0,975024,greedy,0,0,1,-12,-0.7368421052631579
uniform_minus_collected,panel_5,0,975025,greedy,0,0,0,0,0.125
uniform_minus_collected,panel_5,0,975026,greedy,0,-1,0,7,0.1775
uniform_minus_collected,panel_5,0,975027,greedy,0,0,1,-14,-0.8235294117647058
uniform_minus_collected,panel_5,0,975028,greedy,0,0,1,-20,-0.9166666666666666
uniform_minus_collected,panel_5,0,975029,greedy,0,0,1,-18,-0.782608695652174
uniform_minus_collected,panel_5,0,975030,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975031,greedy,0,-1,0,20,0.8854166666666666
uniform_minus_collected,panel_5,0,975032,greedy,0,1,1,-28,-1.0
uniform_minus_collected,panel_5,0,975033,greedy,0,0,1,-25,-0.8928571428571429
uniform_minus_collected,panel_5,0,975034,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975035,greedy,0,0,0,0,-0.65625
uniform_minus_collected,panel_5,0,975036,greedy,0,1,0,-5,-0.03472222222222221
uniform_minus_collected,panel_5,0,975037,greedy,0,0,1,-11,-0.7857142857142857
uniform_minus_collected,panel_5,0,975038,greedy,0,-1,-1,29,1.0
uniform_minus_collected,panel_5,0,975039,greedy,0,0,-1,20,0.7692307692307693
uniform_minus_collected,panel_5,0,975040,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975041,greedy,0,1,1,-28,-0.9375
uniform_minus_collected,panel_5,0,975042,greedy,0,0,1,-17,-0.8095238095238095
uniform_minus_collected,panel_5,0,975043,greedy,0,1,1,-28,-0.625
uniform_minus_collected,panel_5,0,975044,greedy,0,0,1,-9,-0.8181818181818182
uniform_minus_collected,panel_5,0,975045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975046,greedy,0,1,1,-27,-1.0
uniform_minus_collected,panel_5,0,975047,greedy,0,0,-1,23,0.7777777777777778
uniform_minus_collected,panel_5,0,975048,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975049,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975050,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975051,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975052,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975053,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975054,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975055,greedy,0,0,0,-17,-0.4482758620689655
uniform_minus_collected,panel_5,0,975056,greedy,0,0,0,-3,0.04111405835543758
uniform_minus_collected,panel_5,0,975057,greedy,0,0,-1,28,0.9333333333333333
uniform_minus_collected,panel_5,0,975058,greedy,0,0,1,-15,-0.29411764705882354
uniform_minus_collected,panel_5,0,975059,greedy,0,0,0,0,0.0625
uniform_minus_collected,panel_5,0,975060,greedy,0,0,1,-19,-0.8076923076923077
uniform_minus_collected,panel_5,0,975061,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,0,975062,greedy,0,-1,0,7,0.07999999999999996
uniform_minus_collected,panel_5,0,975063,greedy,0,0,0,0,0.15625
uniform_minus_collected,panel_5,0,975064,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975000,greedy,0,0,-1,22,0.0
uniform_minus_collected,panel_5,1,975001,greedy,0,1,0,-4,-0.8080357142857143
uniform_minus_collected,panel_5,1,975002,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975003,greedy,0,0,1,-26,0.0
uniform_minus_collected,panel_5,1,975005,greedy,0,0,-1,27,0.9
uniform_minus_collected,panel_5,1,975006,greedy,0,1,0,-3,0.4019396551724138
uniform_minus_collected,panel_5,1,975007,greedy,0,0,0,0,0.3125
uniform_minus_collected,panel_5,1,975008,greedy,0,1,1,-31,-0.9375
uniform_minus_collected,panel_5,1,975009,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975010,greedy,0,1,1,-30,-0.8125
uniform_minus_collected,panel_5,1,975011,greedy,0,0,0,-6,-0.030967741935483906
uniform_minus_collected,panel_5,1,975012,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975013,greedy,0,0,0,-4,-0.4
uniform_minus_collected,panel_5,1,975014,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975015,greedy,0,0,1,-23,-0.6
uniform_minus_collected,panel_5,1,975016,greedy,0,1,0,-19,-0.84375
uniform_minus_collected,panel_5,1,975017,greedy,0,0,-1,8,0.6666666666666666
uniform_minus_collected,panel_5,1,975018,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975019,greedy,0,0,1,-24,-0.2857142857142857
uniform_minus_collected,panel_5,1,975020,greedy,0,-1,0,19,0.2548076923076923
uniform_minus_collected,panel_5,1,975021,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975022,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975023,greedy,0,0,-1,16,0.0
uniform_minus_collected,panel_5,1,975024,greedy,0,1,1,-27,-0.65625
uniform_minus_collected,panel_5,1,975025,greedy,0,1,0,-3,-0.5204741379310345
uniform_minus_collected,panel_5,1,975026,greedy,0,0,-1,23,0.7931034482758621
uniform_minus_collected,panel_5,1,975027,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975029,greedy,0,0,-1,23,0.8214285714285714
uniform_minus_collected,panel_5,1,975030,greedy,0,0,0,-2,0.0
uniform_minus_collected,panel_5,1,975031,greedy,0,0,1,-10,-0.6153846153846154
uniform_minus_collected,panel_5,1,975032,greedy,0,0,0,-16,-0.24615384615384617
uniform_minus_collected,panel_5,1,975033,greedy,0,1,0,-14,-0.13541666666666663
uniform_minus_collected,panel_5,1,975034,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975035,greedy,0,-1,0,18,0.3348214285714286
uniform_minus_collected,panel_5,1,975036,greedy,0,0,0,2,0.0
uniform_minus_collected,panel_5,1,975037,greedy,0,-1,-1,29,0.375
uniform_minus_collected,panel_5,1,975038,greedy,0,0,-1,17,0.85
uniform_minus_collected,panel_5,1,975039,greedy,0,1,0,-3,-0.1443965517241379
uniform_minus_collected,panel_5,1,975040,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975041,greedy,0,-1,0,0,-0.15625
uniform_minus_collected,panel_5,1,975042,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975043,greedy,0,0,0,0,0.15625
uniform_minus_collected,panel_5,1,975044,greedy,0,0,0,-1,-0.0793650793650793
uniform_minus_collected,panel_5,1,975045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975046,greedy,0,1,1,-29,-0.96875
uniform_minus_collected,panel_5,1,975047,greedy,0,0,0,10,-0.75
uniform_minus_collected,panel_5,1,975048,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975049,greedy,0,0,1,-18,-0.38095238095238093
uniform_minus_collected,panel_5,1,975050,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975051,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975052,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975053,greedy,0,0,-1,26,0.0
uniform_minus_collected,panel_5,1,975054,greedy,0,0,0,-2,0.0
uniform_minus_collected,panel_5,1,975055,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975056,greedy,0,-1,-1,25,0.90625
uniform_minus_collected,panel_5,1,975057,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975058,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975059,greedy,0,0,0,0,-0.125
uniform_minus_collected,panel_5,1,975060,greedy,0,1,0,-8,0.04166666666666663
uniform_minus_collected,panel_5,1,975061,greedy,0,0,1,-28,-0.8666666666666667
uniform_minus_collected,panel_5,1,975062,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,1,975063,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_5,1,975064,greedy,0,0,1,-16,-0.19047619047619047
uniform_minus_collected,panel_5,2,975000,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975001,greedy,0,1,1,-29,-1.0
uniform_minus_collected,panel_5,2,975002,greedy,0,0,1,-20,0.0
uniform_minus_collected,panel_5,2,975003,greedy,0,0,1,-2,0.0
uniform_minus_collected,panel_5,2,975005,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975006,greedy,0,1,0,-10,-0.008522727272727293
uniform_minus_collected,panel_5,2,975007,greedy,0,0,-1,8,0.5714285714285714
uniform_minus_collected,panel_5,2,975008,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975009,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975010,greedy,0,0,0,5,0.17333333333333334
uniform_minus_collected,panel_5,2,975011,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975012,greedy,0,0,1,-18,-0.8571428571428571
uniform_minus_collected,panel_5,2,975013,greedy,0,1,1,-26,-0.875
uniform_minus_collected,panel_5,2,975014,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975015,greedy,0,0,-1,23,0.92
uniform_minus_collected,panel_5,2,975016,greedy,0,0,-1,9,0.6428571428571429
uniform_minus_collected,panel_5,2,975017,greedy,0,0,1,-22,-0.7692307692307693
uniform_minus_collected,panel_5,2,975018,greedy,0,1,1,-28,-1.0
uniform_minus_collected,panel_5,2,975019,greedy,0,0,1,-26,-0.8
uniform_minus_collected,panel_5,2,975020,greedy,0,0,0,0,0.09375
uniform_minus_collected,panel_5,2,975021,greedy,0,0,1,-24,-0.5384615384615384
uniform_minus_collected,panel_5,2,975022,greedy,0,0,0,-2,0.0
uniform_minus_collected,panel_5,2,975023,greedy,0,0,1,-7,-0.7
uniform_minus_collected,panel_5,2,975024,greedy,0,-1,-1,23,0.4305555555555556
uniform_minus_collected,panel_5,2,975025,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975026,greedy,0,-1,0,6,0.16826923076923073
uniform_minus_collected,panel_5,2,975027,greedy,0,0,1,-4,0.0
uniform_minus_collected,panel_5,2,975028,greedy,0,1,1,-30,-0.65625
uniform_minus_collected,panel_5,2,975029,greedy,0,1,1,-27,-0.90625
uniform_minus_collected,panel_5,2,975030,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975031,greedy,0,0,1,-19,-0.6818181818181818
uniform_minus_collected,panel_5,2,975032,greedy,0,0,0,7,-0.09629629629629632
uniform_minus_collected,panel_5,2,975033,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975034,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975035,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975036,greedy,0,0,1,-21,-0.84
uniform_minus_collected,panel_5,2,975037,greedy,0,-1,0,6,0.1610576923076923
uniform_minus_collected,panel_5,2,975038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975039,greedy,0,1,1,-26,-0.71875
uniform_minus_collected,panel_5,2,975040,greedy,0,0,1,-4,-0.8
uniform_minus_collected,panel_5,2,975041,greedy,0,0,-1,10,0.7142857142857143
uniform_minus_collected,panel_5,2,975042,greedy,0,1,1,-28,-0.96875
uniform_minus_collected,panel_5,2,975043,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975044,greedy,0,-1,-1,30,1.0
uniform_minus_collected,panel_5,2,975045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975046,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_5,2,975047,greedy,0,0,0,-5,-0.06578947368421051
uniform_minus_collected,panel_5,2,975048,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975049,greedy,0,0,0,0,-0.07999999999999996
uniform_minus_collected,panel_5,2,975050,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975051,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975052,greedy,0,0,1,-12,-0.9230769230769231
uniform_minus_collected,panel_5,2,975053,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975054,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975055,greedy,0,0,0,5,-0.04037267080745344
uniform_minus_collected,panel_5,2,975056,greedy,0,-1,0,9,0.2975543478260869
uniform_minus_collected,panel_5,2,975057,greedy,0,0,1,-15,-0.8823529411764706
uniform_minus_collected,panel_5,2,975058,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975059,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_5,2,975060,greedy,0,1,0,-7,-0.13749999999999996
uniform_minus_collected,panel_5,2,975061,greedy,0,0,-1,17,0.42857142857142855
uniform_minus_collected,panel_5,2,975062,greedy,0,-1,0,9,0.08695652173913049
uniform_minus_collected,panel_5,2,975063,greedy,0,-1,0,19,0.39903846153846156
uniform_minus_collected,panel_5,2,975064,greedy,0,0,0,6,0.08522727272727271
uniform_minus_collected,panel_6,0,976000,greedy,0,0,-1,6,0.75
uniform_minus_collected,panel_6,0,976001,greedy,0,1,1,-31,-0.90625
uniform_minus_collected,panel_6,0,976002,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976003,greedy,0,0,-1,22,0.0
uniform_minus_collected,panel_6,0,976004,greedy,0,0,-1,28,0.9032258064516129
uniform_minus_collected,panel_6,0,976005,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976006,greedy,0,0,1,-14,-0.7777777777777778
uniform_minus_collected,panel_6,0,976007,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976008,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976009,greedy,0,0,-1,16,0.6666666666666666
uniform_minus_collected,panel_6,0,976010,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976011,greedy,0,0,-1,26,0.896551724137931
uniform_minus_collected,panel_6,0,976012,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_6,0,976013,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976014,greedy,0,-1,0,1,-0.10181451612903225
uniform_minus_collected,panel_6,0,976015,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976016,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976017,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976018,greedy,0,0,-1,10,0.0
uniform_minus_collected,panel_6,0,976019,greedy,0,0,1,-24,-0.08
uniform_minus_collected,panel_6,0,976020,greedy,0,0,0,0,-0.0625
uniform_minus_collected,panel_6,0,976021,greedy,0,0,1,-24,-0.8888888888888888
uniform_minus_collected,panel_6,0,976022,greedy,0,0,0,0,0.5
uniform_minus_collected,panel_6,0,976023,greedy,0,-1,-1,28,1.0
uniform_minus_collected,panel_6,0,976024,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976025,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976026,greedy,0,0,-1,28,0.8666666666666667
uniform_minus_collected,panel_6,0,976027,greedy,0,0,0,21,0.18103448275862066
uniform_minus_collected,panel_6,0,976028,greedy,0,0,1,-23,-0.25925925925925924
uniform_minus_collected,panel_6,0,976029,greedy,0,0,-1,28,0.875
uniform_minus_collected,panel_6,0,976030,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976031,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976032,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_6,0,976033,greedy,0,0,-1,15,0.7894736842105263
uniform_minus_collected,panel_6,0,976034,greedy,0,0,0,0,-0.0625
uniform_minus_collected,panel_6,0,976035,greedy,0,0,-1,25,0.03571428571428571
uniform_minus_collected,panel_6,0,976036,greedy,0,0,1,-27,-0.9310344827586207
uniform_minus_collected,panel_6,0,976037,greedy,0,0,1,-25,-0.037037037037037035
