seed,condition,checkpoint,world,map_seed,success,steps,base_return,shaped_return,parameter_hash
0,continued,after_a,B,910019,0,32,-0.3200000000000001,0.1032000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910020,0,32,-0.3200000000000001,-0.20280000000000004,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910021,0,32,-0.3200000000000001,0.06720000000000022,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910022,0,32,-0.3200000000000001,0.22040000000000023,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910023,0,32,-0.3200000000000001,0.1384000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910024,0,32,-0.3200000000000001,-0.1283999999999998,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910025,0,32,-0.3200000000000001,-0.10120000000000007,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910026,0,32,-0.3200000000000001,-0.08839999999999988,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910027,0,32,-0.3200000000000001,-0.015199999999999991,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910028,0,32,-0.3200000000000001,0.06120000000000021,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910029,0,32,-0.3200000000000001,0.001600000000000129,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910030,0,32,-0.3200000000000001,-0.07639999999999984,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910031,0,32,-0.3200000000000001,0.1432000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910000,1,2,0.98,1.0612,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910001,0,32,-0.3200000000000001,-0.045599999999999904,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910002,0,32,-0.3200000000000001,-0.16559999999999986,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910003,0,32,-0.3200000000000001,-0.12559999999999988,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910004,1,7,0.9299999999999999,0.9772000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910005,0,32,-0.3200000000000001,-0.02679999999999988,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910006,0,32,-0.3200000000000001,-0.18119999999999997,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910007,0,32,-0.3200000000000001,-0.00039999999999976166,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910008,1,1,0.99,1.03,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910009,0,32,-0.3200000000000001,0.3576000000000003,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910010,1,7,0.9299999999999999,1.1480000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910011,0,32,-0.3200000000000001,-0.007199999999999929,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910012,0,32,-0.3200000000000001,-0.17399999999999993,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910013,0,32,-0.3200000000000001,-0.04199999999999987,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910014,0,32,-0.3200000000000001,-0.17039999999999988,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910015,1,1,0.99,1.03,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910016,0,32,-0.3200000000000001,-0.20280000000000004,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910017,1,3,0.97,1.0936,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910018,1,2,0.98,1.0612,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910019,0,32,-0.3200000000000001,0.06600000000000023,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910020,0,32,-0.3200000000000001,-0.1283999999999998,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910021,0,32,-0.3200000000000001,-0.04199999999999987,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910022,0,32,-0.3200000000000001,0.17000000000000015,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910023,0,32,-0.3200000000000001,0.09520000000000016,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910024,1,12,0.88,0.9792000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910025,1,18,0.82,0.8984000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910026,1,3,0.97,1.0936,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910027,0,32,-0.3200000000000001,-0.13759999999999994,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910028,0,32,-0.3200000000000001,-0.04199999999999987,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910029,0,32,-0.3200000000000001,0.1432000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910030,0,32,-0.3200000000000001,-0.05239999999999967,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,frozen_after_a,after_a,A,910031,0,32,-0.3200000000000001,0.14200000000000013,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
